353624 476677
131686 191232 17
131686 254231 44
131689 253807 105
131690 168621 189
131690 258873 197
131690 334136 89
131691 97619 120
131692 173378 144
131692 303925 197
131694 253708 137
131696 98511 56
131696 117368 85
131696 189300 20
131696 284872 89
131697 267399 79
131699 271881 113
131699 320923 161
131699 334302 180
131700 4491 117
131700 241986 114
131701 94744 42
131702 338771 188
131704 249835 14
131705 135042 166
131705 276167 25
131705 310378 128
131705 317611 55
131705 342903 88
131706 135807 135
131707 247773 58
131707 293484 68
131707 348259 17
131708 154755 113
131709 20417 169
131710 67870 77
131711 134882 126
131713 212060 160
131714 193424 173
131714 305926 72
131716 32859 196
131716 139518 153
131718 228430 28
131718 254458 43
131719 253172 3
131721 11288 157
131722 28494 156
131723 239783 34
131724 156290 142
131725 22413 165
131725 252372 148
131727 2367 140
131727 198363 106
131727 293281 109
131728 35168 167
131729 149584 182
131729 233078 116
131731 80510 138
131732 340765 42
131733 172450 168
131734 65668 180
131735 184702 13
131735 207454 17
131736 1184 130
131737 119516 67
131737 164780 53
131738 332085 72
131739 77833 160
131741 286232 168
131742 154922 10
131742 156388 37
131742 340409 196
131742 346362 38
131743 250192 143
131745 269567 91
131745 304831 83
131746 19224 153
131747 124177 113
131747 249934 193
131747 323614 194
131748 41861 28
131748 251036 113
131749 146243 9
131751 251025 157
131751 278168 86
131754 131079 67
131754 177203 148
131754 203885 5
131756 240465 25
131757 77869 52
131758 85502 143
131759 170401 42
131759 339701 177
131760 75105 12
131762 214800 11
131762 246437 54
131763 287648 169
131764 86395 190
131764 336051 111
131765 50203 192
131765 231182 10
131765 296108 170
131766 56439 16
131766 56673 161
131767 106755 113
131767 108159 119
131767 132384 99
131767 268526 122
131768 332448 3
131769 331224 110
131769 351244 185
131770 73923 138
131770 94707 18
131771 238255 52
131772 65611 30
131772 163475 11
131772 234230 119
131772 235868 92
131774 121076 129
131775 143953 96
131776 79482 3
131776 100844 192
131776 337761 173
131777 97700 107
131777 147733 55
131779 276554 52
131780 105837 101
131780 196516 186
131780 285777 157
131781 109403 127
131781 165045 22
131781 244031 125
131781 314724 140
131782 229827 99
131784 39552 197
131784 60501 153
131785 256911 61
131785 273655 27
131786 313586 159
131786 313875 37
131787 153433 55
131789 178176 96
131789 247238 126
131790 264224 26
131790 283129 105
131790 301477 138
131790 302413 164
131792 268052 36
131793 175812 112
131794 289540 153
131795 53711 48
131795 285212 97
131795 324956 67
131796 119863 33
131797 129485 37
131797 203330 179
131797 212394 19
131798 13756 31
131798 76700 119
131798 122129 81
131798 176704 45
131799 159135 33
131799 296440 173
131800 70845 28
131801 162261 155
131801 254853 62
131801 313647 21
131802 132015 152
131802 193899 7
131803 161726 66
131803 181409 73
131803 291399 22
131805 127902 161
131807 178811 86
131807 213249 167
131807 338765 69
131808 130857 8
131808 292876 130
131809 131257 6
131809 152454 38
131809 186555 67
131810 86820 58
131810 91899 80
131812 157639 24
131812 330669 3
131813 350229 88
131814 65372 118
131814 79914 53
131814 161054 109
131815 25078 154
131815 26365 58
131815 312964 122
131819 129910 181
131820 319176 92
131822 88152 105
131822 101806 5
131822 296226 42
131823 77155 192
131824 318677 109
131826 259472 54
131827 78308 88
131828 336987 119
131829 48675 54
131830 182203 118
131830 329494 194
131831 117154 74
131832 72765 63
131833 239967 6
131834 214215 47
131835 304303 50
131836 35612 125
131836 183557 136
131836 268262 30
131837 43087 67
131837 153359 59
131837 332487 94
131838 118144 75
131838 189663 40
131840 240035 191
131840 255802 159
131841 21164 151
131843 226597 58
131843 248131 143
131844 229261 131
131844 318185 128
131845 174026 51
131845 229902 74
131845 264113 38
131846 125281 200
131846 282145 138
131846 322894 120
131849 28335 96
131849 140500 7
131849 237937 127
131849 299642 10
131849 324335 91
131851 54420 9
131851 95052 133
131851 307916 129
131852 121721 136
131852 170488 197
131853 25861 44
131853 241932 146
131854 50314 46
131854 136774 12
131854 312509 155
131855 283543 18
131855 312448 51
131855 343321 155
131857 144347 199
131859 244401 99
131860 318660 73
131861 69129 136
131861 218519 49
131862 185534 136
131863 29985 192
131863 30274 159
131863 89240 178
131863 92805 90
131863 270006 110
131864 334802 50
131864 344953 127
131865 319201 67
131867 211828 61
131867 267580 65
131869 188155 71
131870 67065 117
131870 117463 61
131870 266206 10
131871 138461 121
131871 156279 72
131872 253180 95
131872 341154 164
131873 203134 150
131874 226135 172
131875 25123 88
131875 38901 65
131875 194891 40
131875 243183 140
131877 110284 117
131878 183717 122
131878 198369 70
131879 141042 100
131879 254246 187
131879 319743 80
131879 348063 83
131880 34886 71
131881 318506 164
131882 120047 176
131882 120233 1
131882 151457 2
131883 10512 188
131883 36678 186
131883 123950 71
131883 206219 157
131884 300374 22
131885 76121 149
131886 122776 165
131886 152610 111
131886 167014 42
131888 43640 147
131888 150306 124
131889 29622 4
131891 58054 13
131892 172635 23
131892 269446 198
131892 299280 149
131893 2221 29
131893 44016 90
131893 341826 149
131894 224232 134
131894 335695 128
131895 80032 11
131895 352839 176
131896 37811 130
131896 72786 52
131896 279683 159
131897 238763 124
131897 330653 167
131897 347872 1
131898 134135 126
131899 139889 61
131899 275804 131
131901 38875 200
131901 67670 107
131902 118970 57
131902 329680 27
131903 284369 125
131903 299083 60
131904 300061 128
131905 189301 4
131907 80400 120
131907 296822 23
131909 297333 157
131910 80265 89
131910 158728 71
131910 164275 63
131910 223489 172
131910 351097 168
131911 190655 118
131912 43599 136
131913 57006 78
131913 84796 165
131914 92794 150
131914 150411 42
131914 313180 90
131916 60498 146
131916 330112 59
131917 9626 182
131918 3846 33
131919 213545 73
131921 143294 136
131922 114913 180
131922 119015 47
131923 296478 48
131926 283329 107
131928 74830 89
131928 248803 105
131929 183706 52
131930 195131 43
131931 191388 103
131931 333036 37
131932 144790 75
131932 351295 170
131933 3453 5
131934 43900 169
131935 267205 57
131935 335393 11
131936 150258 81
131936 152949 135
131936 214179 41
131938 82698 111
131939 26761 130
131939 33829 58
131939 126421 171
131939 194423 116
131940 100304 126
131942 37410 41
131942 284788 83
131943 81133 187
131943 116411 63
131944 262113 131
131945 184050 75
131945 308768 70
131946 172138 43
131947 65996 146
131948 26514 86
131948 207328 70
131948 251181 86
131948 297931 134
131948 326203 141
131949 90725 132
131951 81491 106
131951 179926 121
131951 255175 110
131951 334237 50
131952 25602 118
131952 123411 10
131955 168677 112
131955 171781 3
131955 336766 144
131957 287953 24
131958 10790 200
131958 11967 64
131958 282985 154
131960 147168 15
131962 275941 124
131962 303435 154
131963 38846 98
131964 305288 19
131965 71634 20
131966 127339 11
131966 232353 88
131966 344518 149
131968 216175 106
131969 32430 51
131969 240690 112
131970 142194 69
131972 323801 68
131973 264306 172
131974 174908 58
131975 223063 169
131975 344147 177
131977 31797 109
131978 143412 14
131978 199226 12
131978 237869 138
131982 141461 141
131983 66839 200
131983 172211 83
131984 255465 154
131984 303282 109
131986 57943 116
131986 264627 191
131986 292520 87
131987 75163 97
131989 46122 6
131989 254492 119
131993 183713 156
131994 34709 200
131994 155910 182
131994 184629 200
131996 93663 29
131997 177309 66
131998 208307 139
132000 250909 93
132002 266189 188
132003 168154 158
132006 28147 71
132008 261659 139
132008 332001 159
132009 290145 111
132010 62148 87
132010 301694 183
132013 121206 193
132013 177254 39
132014 128963 34
132014 266158 173
132015 121896 129
132016 81726 87
132017 60991 2
132017 131168 187
132018 253058 139
132019 83628 155
132019 180363 78
132020 21497 70
132020 300987 169
132021 49804 157
132021 105742 15
132021 312123 110
132022 29131 138
132022 264121 77
132022 296584 91
132022 298635 26
132023 194282 39
132023 199898 60
132024 157677 40
132024 166837 24
132025 131175 99
132025 154526 1
132031 60535 59
132032 15458 188
132032 58368 101
132032 126336 97
132032 200532 91
132032 330666 10
132033 327735 151
132034 108802 172
132035 300470 174
132038 9469 115
132038 61250 64
132038 275153 184
132039 100823 154
132039 171750 146
132039 181564 150
132040 121897 105
132041 32258 103
132042 124789 196
132042 285996 193
132044 31421 141
132045 43748 164
132045 306232 23
132045 329934 78
132046 75083 161
132048 192542 92
132049 88251 112
132049 319924 128
132051 121514 142
132051 165952 159
132051 325507 153
132053 31663 162
132053 40637 107
132053 235532 27
132053 250411 141
132053 329397 67
132054 18987 12
132054 323920 180
132055 30350 18
132056 43076 120
132058 122470 152
132058 247697 53
132059 160350 199
132059 226611 174
132060 31139 25
132060 185264 151
132060 252881 48
132061 147083 1
132062 103637 114
132062 189808 189
132062 333596 136
132063 10571 172
132063 261376 68
132064 95105 47
132064 319744 129
132065 95381 20
132066 83703 8
132067 173254 107
132067 351955 86
132068 64132 142
132068 215339 92
132069 102012 150
132069 193441 139
132070 44313 134
132070 48002 50
132070 144737 140
132070 272820 27
132070 300438 106
132071 180229 187
132071 315607 40
132072 308361 62
132073 109049 39
132073 197663 107
132073 246003 43
132073 301466 81
132073 349820 48
132074 224215 76
132074 243788 93
132075 12515 132
132076 75563 27
132076 289418 96
132077 59095 55
132077 277389 30
132077 289419 144
132078 33990 158
132078 71807 110
132078 154317 107
132078 209016 159
132080 344093 21
132081 297440 22
132081 338774 72
132082 49086 158
132082 66016 154
132082 67296 39
132082 305314 169
132083 182235 120
132083 244594 143
132084 66995 194
132084 68323 159
132084 90683 189
132084 105576 186
132085 330278 14
132086 50163 131
132088 53468 21
132089 352559 119
132090 144121 119
132090 229480 41
132091 147728 150
132091 249556 3
132092 1539 144
132092 148190 111
132093 199972 47
132095 230145 75
132095 265987 61
132096 28493 113
132097 89428 200
132097 141450 160
132097 297447 5
132100 73409 125
132101 44739 179
132102 111744 98
132103 54114 127
132103 210703 79
132103 247722 110
132104 163864 108
132104 258335 3
132106 86855 64
132106 210795 145
132106 248523 156
132108 263266 81
132108 324985 62
132109 101833 49
132109 148652 17
132109 176043 11
132109 337463 126
132110 299344 148
132110 322571 7
132112 240056 161
132113 323826 192
132114 150081 94
132116 3652 95
132116 246804 146
132117 197983 131
132117 330120 106
132117 333499 161
132118 112577 88
132119 111814 78
132119 183319 83
132119 266813 18
132119 347031 12
132120 23414 134
132122 39561 10
132122 76587 32
132122 186749 39
132122 192296 18
132124 145231 22
132124 270919 90
132125 49109 89
132125 100381 200
132126 20040 136
132128 69297 185
132128 334995 120
132130 23333 83
132130 117150 191
132130 226163 8
132131 230293 33
132132 82989 98
132132 92562 67
132134 215038 85
132134 258877 113
132135 252567 46
132135 276496 67
132135 311471 17
132137 287007 61
132141 246805 22
132142 169079 126
132142 197172 44
132142 214632 73
132143 92606 128
132143 230448 183
132144 63812 76
132144 100652 66
132145 89965 35
132145 205557 163
132146 24744 179
132146 169468 117
132146 226631 164
132148 325281 23
132150 236345 191
132151 145956 122
132151 194186 37
132152 328863 103
132153 55458 4
132153 261199 114
132156 246061 136
132156 337125 99
132157 321834 123
132158 16303 150
132160 12086 197
132160 15988 117
132160 177374 185
132160 277722 139
132160 321912 61
132161 88912 16
132161 170926 149
132161 170940 27
132161 210223 147
132162 164031 120
132162 271179 54
132165 25242 129
132165 25641 29
132165 148494 178
132165 288490 6
132166 81979 165
132166 315104 124
132167 242113 127
132169 227270 31
132170 131527 151
132170 141100 38
132170 141802 64
132171 195738 180
132172 80484 182
132173 27224 95
132173 350264 59
132174 98214 58
132175 111456 126
132175 321643 53
132176 246257 81
132176 335236 157
132177 255831 31
132178 16162 194
132179 214072 111
132180 97944 77
132180 222696 82
132181 350904 102
132182 327540 147
132184 31294 28
132185 223836 115
132185 230071 41
132186 104205 64
132187 30395 55
132187 115341 98
132187 167363 160
132188 27354 160
132189 246977 69
132190 47355 142
132190 76198 110
132191 59269 94
132191 134401 29
132191 288939 72
132191 297576 66
132192 40523 136
132193 14358 132
132193 128085 50
132193 255542 119
132194 29300 67
132194 209529 20
132194 255467 62
132195 240100 138
132196 63953 105
132196 287278 195
132197 204838 159
132197 325220 6
132198 32304 137
132198 106514 190
132198 200730 132
132199 7137 26
132199 80686 8
132199 108827 164
132200 136783 133
132200 210883 39
132201 312333 71
132201 333310 190
132203 160178 50
132203 351267 25
132204 159126 58
132204 326341 156
132205 62543 9
132205 322887 13
132206 151344 35
132206 287197 181
132207 72930 141
132207 297707 59
132208 61190 95
132208 351230 114
132209 158614 112
132210 21062 171
132210 67186 166
132211 87035 37
132211 349106 71
132213 177502 20
132213 257080 166
132213 280080 16
132214 157641 200
132214 188714 80
132215 75738 22
132215 263324 16
132216 9402 192
132217 43077 139
132217 166852 177
132217 233230 69
132219 222179 161
132222 29200 85
132224 300908 149
132226 3726 42
132226 92698 128
132227 84468 107
132227 272226 179
132229 24251 33
132229 73465 112
132230 78187 122
132230 192513 36
132230 304251 80
132231 139432 179
132231 154896 110
132232 312876 149
132234 168250 33
132234 185758 131
132234 287235 98
132236 7795 168
132238 48594 48
132238 265126 3
132240 278190 3
132241 60021 88
132241 350350 40
132242 95850 6
132242 317124 146
132243 77455 3
132244 183888 126
132246 283061 173
132247 135220 178
132247 146321 45
132249 132593 110
132249 182915 156
132250 112195 12
132251 49954 151
132251 146235 26
132251 234684 100
132252 252255 58
132254 98345 20
132255 229106 95
132256 142234 3
132258 40270 133
132259 206419 80
132260 196558 199
132260 208285 84
132261 12063 71
132261 90003 120
132262 51636 179
132262 156540 117
132262 168694 61
132263 289944 56
132264 106963 60
132264 121154 54
132266 86401 109
132266 142504 181
132267 182084 44
132268 281800 171
132269 97353 195
132270 77444 159
132270 179657 124
132271 82049 8
132272 153617 185
132273 56346 172
132273 217828 177
132274 78686 26
132275 90359 104
132275 183130 97
132276 294642 69
132276 303100 58
132277 23673 108
132277 81641 197
132277 122108 136
132278 184867 2
132280 351182 124
132281 192254 155
132281 255363 176
132282 124817 12
132283 170880 33
132283 185284 51
132284 104771 48
132284 246990 105
132286 245230 72
132288 1068 19
132288 192556 43
132288 306049 123
132289 162888 147
132290 347598 184
132291 47807 143
132295 15712 71
132296 5314 47
132297 150679 62
132297 159089 120
132299 44235 156
132301 179677 87
